"GroupNumber"	"CandidateOrder"	"TimeLimit"	"CandidateOrder1"	"CandidateOrder2"	"Age"	"Education"	"Religion"	"Ethnicity"	"Income"	"Marital"	"Employed"	"Gender"	"SearchesPerWeek"	"EverSearched"	"LastElection"	"PoliticalView"	"FamiliarCandidate1"	"FamiliarCandidate2"	"PreTestImpressionCandidate1"	"PreTestImpressionCandidate2"	"PreTestLikableCandidate1"	"PreTestLikableCandidate2"	"PreTestTrustCandidate1"	"PreTestTrustCandidate2"	"PreTestLikelyVoteBipolar"	"PreTestLikelyVoteCandidate1"	"PreTestLikelyVoteCandidate2"	"PreTestVoteWhichCandidate"	"PreTestVoteEitherCandidate"	"PostTestImpressionCandidate1"	"PostTestImpressionCandidate2"	"PostTestLikableCandidate1"	"PostTestLikableCandidate2"	"PostTestTrustCandidate1"	"PostTestTrustCandidate2"	"PostTestLikelyVoteBipolar"	"PostTestLikelyVoteCandidate1"	"PostTestLikelyVoteCandidate2"	"PostTestVoteWhichCandidate"	"PostTestVoteEitherCandidate"	"Bothered"	"BotheredText"	"TimePage1"	"TimePage2"	"TimePage3"	"TimePage4"	"TimePage5"	"Timer1"	"Timer2"	"Timer3"	"Timer4"	"Timer5"	"Timer6"	"Timer7"	"Timer8"	"Timer9"	"Timer10"	"Timer11"	"Timer12"	"Timer13"	"Timer14"	"Timer15"	"Timer16"	"Timer17"	"Timer18"	"Timer19"	"Timer20"	"Timer21"	"Timer22"	"Timer23"	"Timer24"	"Timer25"	"Timer26"	"Timer27"	"Timer28"	"Timer29"	"Timer30"	"Clicks1"	"Clicks2"	"Clicks3"	"Clicks4"	"Clicks5"	"Clicks6"	"Clicks7"	"Clicks8"	"Clicks9"	"Clicks10"	"Clicks11"	"Clicks12"	"Clicks13"	"Clicks14"	"Clicks15"	"Clicks16"	"Clicks17"	"Clicks18"	"Clicks19"	"Clicks20"	"Clicks21"	"Clicks22"	"Clicks23"	"Clicks24"	"Clicks25"	"Clicks26"	"Clicks27"	"Clicks28"	"Clicks29"	"Clicks30"	"NumberOfClicks"	"AvgSecPerPage"	"TotalSearchTime"	"Country"	"Fluency"	"ExpName"
1	1	15	"David Cameron"	"Ed Miliband"	27	"Bachelors"	"Christianity"	"White"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Never married"	"Yes"	"Male"	10	"Yes"	"Yes"	"Moderate (centre)"	7	4	5	3	9	7	5	2	-4	0	0	"David Cameron"	0	10	6	7	6	6	2	-5	0	0	"David Cameron"	0	"No"	" "	45	0	0	0	0	0	0	0	0	0	41	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	48	96	"United States"	10	"BiasAlert1"
2	2	15	"Ed Miliband"	"David Cameron"	23	"Secondary"	"Hinduism"	"Mixed"	"&pound;10,000 to 15,000 ($15,000 to 23,000)"	"Never married"	"Yes"	"Female"	15	"Yes"	"Yes"	"Liberal (left)"	9	7	8	6	8	7	8	8	-3	0	0	"David Cameron"	0	8	5	8	8	9	8	1	0	0	"David Cameron"	0	"No"	" "	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	149	298	"United States"	8	"BiasAlert1"
3	2	15	"Ed Miliband"	"David Cameron"	38	"Bachelors"	"I prefer not to say"	"White"	"&pound;30,000 to 40,000 ($45,000 to 60,000)"	"Divorced"	"Yes"	"Male"	8	"Yes"	"Yes"	"Liberal (left)"	9	5	6	9	7	7	7	9	-4	0	0	"Ed Miliband"	0	5	9	5	8	5	8	-4	0	0	"Ed Miliband"	0	"Yes"	"The search results were ordered based on the answer I had given about my preferred news sources."	30	22	5	7	11	37	8	0	0	0	14	8	0	0	0	6	44	3	7	5	0	0	0	69	15	0	0	0	0	83	0	0	0	11	30	1	1	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	14	29.642857142857	415	"United States"	10	"Original"
1	2	15	"Ed Miliband"	"David Cameron"	33	"Bachelors"	"None"	"Asian"	"&pound;70,000 to 100,000 ($100,000 to 150,000)"	"Never married"	"Yes"	"Female"	30	"Yes"	"Yes"	"Liberal (left)"	9	8	3	9	4	9	2	7	-5	0	0	"Ed Miliband"	0	3	8	2	7	2	7	-4	0	0	"Ed Miliband"	0	"Yes"	"They largely favored Cameron"	39	12	0	0	0	10	0	0	0	0	64	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	44	132	"United States"	10	"BiasAlert1"
2	2	15	"Ed Miliband"	"David Cameron"	26	"Bachelors"	"Hinduism"	"Asian"	"Under &pound;5,000 (Under $7,500)"	"Never married"	"Yes"	"Male"	20	"Yes"	"Yes"	"Liberal (left)"	10	8	9	6	9	7	9	7	4	0	0	"David Cameron"	0	8	9	8	9	9	9	-3	0	0	"Ed Miliband"	0	"No"	" "	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	31.5	63	"India"	9	"Original"
1	2	15	"Ed Miliband"	"David Cameron"	35	"Bachelors"	"Hinduism"	"Asian"	"Under &pound;5,000 (Under $7,500)"	"Married"	"Yes"	"Male"	10	"Yes"	"Yes"	"Liberal (left)"	10	2	9	4	8	3	9	3	5	0	0	"David Cameron"	0	9	5	9	5	9	5	4	0	0	"David Cameron"	0	"No"	" "	373	0	0	0	0	63	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	150	450	"India"	10	"Original"
3	1	15	"David Cameron"	"Ed Miliband"	27	"Masters"	"Islam"	"Asian"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Married"	"Yes"	"Male"	10	"Yes"	"Yes"	"Liberal (left)"	7	7	7	6	7	6	7	6	-1	0	0	"David Cameron"	0	8	6	8	6	8	6	-1	0	0	"David Cameron"	0	"Yes"	"David Cameron is my favorite candidate but in that search result page, all the first results are based on Ed Miliband. I thought I was wrong about David Cameron, but when I further checked the other results all my doubts are well gone."	172	11	35	0	0	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	25	0	3	0	0	0	0	492	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	3	10	76.9	769	"UNITED KINGDOM"	9	"Original"
2	2	15	"Ed Miliband"	"David Cameron"	24	"Bachelors"	"Christianity"	"Asian"	"&pound;100,000 and over ($150,000 and over)"	"Never married"	"Yes"	"Male"	15	"Yes"	"Yes"	"Liberal (left)"	1	1	8	10	7	10	8	8	-5	0	0	"Ed Miliband"	0	4	9	4	9	4	6	-5	0	0	"Ed Miliband"	0	"No"	" "	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	12	0	0	0	12	28	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	1	1	7	14.142857142857	99	"United States"	10	"BiasAlert1"
3	2	15	"Ed Miliband"	"David Cameron"	25	"Secondary"	"None"	"Black"	"&pound;15,000 to 20,000 ($23,000 to 30,000)"	"Never married"	"No"	"Male"	10	"Yes"	"Yes"	"Moderate (centre)"	5	6	5	5	5	5	3	3	0	0	0	"David Cameron"	0	3	3	3	3	2	2	0	0	0	"David Cameron"	0	"No"	" "	13	21	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	38.5	154	"United States"	10	"Original"
3	2	15	"Ed Miliband"	"David Cameron"	30	"Bachelors"	"Hinduism"	"Asian"	"&pound;5,000 to 10,000 ($7,500 to 15,000)"	"Married"	"Yes"	"Male"	10	"Yes"	"Yes"	"None"	10	2	8	9	8	9	9	9	0	0	0	"Ed Miliband"	0	9	9	9	9	8	8	-1	0	0	"Ed Miliband"	0	"No"	" "	38	9	5	7	22	73	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	93.666666666667	281	"India"	9	"BiasAlert1"
1	1	15	"David Cameron"	"Ed Miliband"	26	"Bachelors"	"None"	"White"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Never married"	"Yes"	"Male"	20	"Yes"	"Yes"	"Liberal (left)"	3	1	5	5	5	5	5	5	-1	0	0	"David Cameron"	0	6	5	6	5	6	5	-3	0	0	"David Cameron"	0	"No"	" "	26	4	3	3	39	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	36.333333333333	109	"United States"	10	"BiasAlert1"
2	1	15	"David Cameron"	"Ed Miliband"	19	"Secondary"	"None"	"Hispanic"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Never married"	"Yes"	"Male"	26	"Yes"	"No"	"Liberal (left)"	1	1	5	8	5	7	5	5	2	0	0	"Ed Miliband"	0	3	9	3	9	3	6	3	0	0	"Ed Miliband"	0	"No"	" "	23	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	26.5	53	"United States"	10	"Original"
3	1	15	"David Cameron"	"Ed Miliband"	25	"Bachelors"	"Christianity"	"White"	"&pound;15,000 to 20,000 ($23,000 to 30,000)"	"Never married"	"Yes"	"Female"	6	"Yes"	"Yes"	"Moderate (centre)"	9	7	9	6	10	8	9	6	-4	0	0	"David Cameron"	0	8	7	7	7	9	8	-3	0	0	"David Cameron"	0	"No"	" "	21	37	39	20	32	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	31.4	157	"United States"	10	"BiasAlert1"
3	2	15	"Ed Miliband"	"David Cameron"	54	"Secondary"	"Christianity"	"White"	"Under &pound;5,000 (Under $7,500)"	"Never married"	"Yes"	"Female"	10	"Yes"	"No"	"Conservative (right)"	4	1	7	7	6	6	5	5	0	0	0	"David Cameron"	0	7	8	8	9	7	8	-3	0	0	"Ed Miliband"	0	"Yes"	"There was no way to see if either is pro-life."	45	41	47	15	11	0	21	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	82	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	95	380	"United States"	10	"Original"
1	2	15	"Ed Miliband"	"David Cameron"	40	"Bachelors"	"None"	"White"	"&pound;5,000 to 10,000 ($7,500 to 15,000)"	"Never married"	"No"	"Female"	7	"Yes"	"Yes"	"Liberal (left)"	5	1	5	6	5	6	4	5	-2	0	0	"Ed Miliband"	0	6	5	5	5	3	3	1	0	0	"David Cameron"	0	"Yes"	"It was surprising how much all the top articles were for Cameron. It didn\'t seem very balanced."	69	55	26	39	13	146	97	39	0	0	172	60	11	125	0	7	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	100.44444444444	904	"United States"	10	"Original"
3	2	15	"Ed Miliband"	"David Cameron"	26	"Bachelors"	"Islam"	"Asian"	"&pound;5,000 to 10,000 ($7,500 to 15,000)"	"Never married"	"Yes"	"Male"	8	"Yes"	"Yes"	"Conservative (right)"	10	8	10	9	10	10	10	10	5	0	0	"David Cameron"	0	9	10	10	10	9	10	-5	0	0	"Ed Miliband"	0	"No"	"David Cameron accused of being chicken after refusing to take part in a video debate."	29	23	43	0	0	14	0	0	0	0	0	28	0	0	0	0	10	0	0	0	0	0	0	0	14	0	0	0	0	20	0	0	0	13	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	8	19.5	156	"India"	10	"BiasAlert1"
3	1	15	"David Cameron"	"Ed Miliband"	30	"Masters"	"Christianity"	"White"	"Under &pound;5,000 (Under $7,500)"	"Never married"	"No"	"Female"	15	"Yes"	"Yes"	"Liberal (left)"	3	1	7	8	5	7	3	7	3	0	0	"Ed Miliband"	0	4	7	2	8	3	8	2	0	0	"Ed Miliband"	0	"No"	"n/a"	57	43	32	25	0	45	0	47	0	0	0	0	0	0	0	36	0	20	0	0	0	43	0	23	39	0	0	16	12	31	0	0	0	76	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	1	0	11	49.545454545455	545	"United States"	10	"BiasAlert1"
1	2	15	"Ed Miliband"	"David Cameron"	28	"Bachelors"	"Christianity"	"Mixed"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Never married"	"Yes"	"Male"	10	"Yes"	"Yes"	"Liberal (left)"	1	1	7	8	7	7	4	4	-1	0	0	"Ed Miliband"	0	5	4	5	5	4	4	-1	0	0	"Ed Miliband"	0	"Yes"	"Seemed biased... all results were biased in favor of cameron, so really didn\'t know if I could trust the results...seemed to be a lot of opinons too..."	36	9	6	0	0	18	0	0	0	0	7	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	33	99	"United States"	10	"Original"
2	2	15	"Ed Miliband"	"David Cameron"	30	"Bachelors"	"Christianity"	"Asian"	"&pound;50,000 to 70,000 ($75,000 to 100,000)"	"Never married"	"Yes"	"Female"	10	"No"	"Yes"	"Liberal (left)"	1	1	7	7	7	7	7	7	0	0	0	"Ed Miliband"	0	6	8	6	8	6	7	-2	0	0	"Ed Miliband"	0	"No"	" "	32	11	14	23	25	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	10	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	5	30.6	153	"United States"	10	"Original"
2	2	15	"Ed Miliband"	"David Cameron"	26	"Masters"	"Hinduism"	"Asian"	"&pound;5,000 to 10,000 ($7,500 to 15,000)"	"Never married"	"Yes"	"Female"	15	"Yes"	"Yes"	"Conservative (right)"	9	5	9	8	9	7	9	7	1	0	0	"David Cameron"	0	8	5	8	5	8	6	3	0	0	"David Cameron"	0	"No"	" "	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	66	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	3	170	510	"India"	10	"BiasAlert1"
2	1	15	"David Cameron"	"Ed Miliband"	31	"Masters"	"None"	"Asian"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Never married"	"Yes"	"Male"	15	"Yes"	"No"	"Moderate (centre)"	6	1	8	8	7	6	5	5	-1	0	0	"David Cameron"	0	6	7	4	8	5	5	0	0	0	"David Cameron"	0	"No"	" "	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	29	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	3	32.333333333333	97	"United States"	10	"Original"
2	1	15	"David Cameron"	"Ed Miliband"	25	"Bachelors"	"Hinduism"	"Asian"	"&pound;5,000 to 10,000 ($7,500 to 15,000)"	"Never married"	"Yes"	"Female"	10	"No"	"Yes"	"Moderate (centre)"	9	6	8	5	8	4	9	5	-2	0	0	"David Cameron"	0	8	5	8	5	8	5	-2	0	0	"David Cameron"	0	"No"	" "	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	219.5	439	"India"	10	"Original"
2	2	15	"Ed Miliband"	"David Cameron"	35	"Bachelors"	"None"	"Hispanic"	"&pound;100,000 and over ($150,000 and over)"	"Never married"	"Yes"	"Male"	16	"Yes"	"Yes"	"Liberal (left)"	10	6	2	8	3	8	2	8	-4	0	0	"Ed Miliband"	0	2	10	2	9	1	9	-5	0	0	"Ed Miliband"	0	"No"	" "	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	14.5	29	"United States"	10	"Original"
2	2	15	"Ed Miliband"	"David Cameron"	30	"Secondary"	"None"	"White"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Never married"	"Yes"	"Female"	5	"Yes"	"Yes"	"Liberal (left)"	7	4	8	8	8	8	8	8	2	0	0	"David Cameron"	0	7	6	7	6	7	6	4	0	0	"David Cameron"	0	"No"	" "	9	15	23	22	66	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	60	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	7	29.714285714286	208	"United States"	10	"Original"
2	1	15	"David Cameron"	"Ed Miliband"	35	"Secondary"	"None"	"White"	"&pound;15,000 to 20,000 ($23,000 to 30,000)"	"Never married"	"No"	"Male"	10	"Yes"	"Yes"	"Liberal (left)"	7	1	2	5	2	5	1	1	1	0	0	"Ed Miliband"	0	1	5	1	5	1	1	1	0	0	"Ed Miliband"	0	"No"	" "	27	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	52.5	105	"United States"	10	"Original"
2	2	15	"Ed Miliband"	"David Cameron"	34	"Masters"	"Hinduism"	"Asian"	"&pound;50,000 to 70,000 ($75,000 to 100,000)"	"Married"	"Yes"	"Male"	10	"No"	"Yes"	"Moderate (centre)"	8	2	8	5	9	8	9	7	5	0	0	"David Cameron"	0	7	9	7	7	7	6	5	0	0	"David Cameron"	0	"No"	" "	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	88	88	"India"	9	"BiasAlert1"
2	2	15	"Ed Miliband"	"David Cameron"	28	"Masters"	"Hinduism"	"Asian"	"&pound;5,000 to 10,000 ($7,500 to 15,000)"	"Married"	"Yes"	"Male"	10	"Yes"	"Yes"	"Liberal (left)"	9	7	8	8	8	7	9	8	4	0	0	"David Cameron"	0	6	9	6	8	7	9	-2	0	0	"Ed Miliband"	0	"No"	" "	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	33	"India"	8	"Original"
3	2	15	"Ed Miliband"	"David Cameron"	48	"Bachelors"	"Hinduism"	"Asian"	"&pound;15,000 to 20,000 ($23,000 to 30,000)"	"Married"	"Yes"	"Male"	50	"No"	"Yes"	"Liberal (left)"	9	2	8	9	2	9	6	10	-5	0	0	"Ed Miliband"	0	3	10	3	10	6	10	-5	0	0	"Ed Miliband"	0	"No"	" "	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	5	125.2	626	"India"	9	"Original"
2	2	15	"Ed Miliband"	"David Cameron"	25	"Bachelors"	"Hinduism"	"Asian"	"&pound;5,000 to 10,000 ($7,500 to 15,000)"	"Married"	"Yes"	"Male"	30	"Yes"	"Yes"	"Moderate (centre)"	9	4	4	9	4	9	4	9	-4	0	0	"Ed Miliband"	0	1	8	2	8	1	8	-5	0	0	"Ed Miliband"	0	"No"	" "	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	4	50.75	203	"India"	9	"Original"
1	2	15	"Ed Miliband"	"David Cameron"	28	"Masters"	"Hinduism"	"Asian"	"&pound;50,000 to 70,000 ($75,000 to 100,000)"	"Married"	"Yes"	"Male"	14	"Yes"	"Yes"	"Liberal (left)"	9	9	9	8	9	8	9	9	2	0	0	"David Cameron"	0	9	8	9	8	9	8	2	0	0	"David Cameron"	0	"Yes"	"i feel its biased news to one person. news sometimes biased to one person."	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	215	"India"	10	"BiasAlert1"
3	1	15	"David Cameron"	"Ed Miliband"	41	"Bachelors"	"None"	"White"	"&pound;50,000 to 70,000 ($75,000 to 100,000)"	"Married"	"Yes"	"Male"	10	"Yes"	"Yes"	"Moderate (centre)"	6	5	7	7	6	6	5	5	-1	0	0	"David Cameron"	0	6	6	5	5	3	3	-1	0	0	"David Cameron"	0	"Yes"	"They seemed to be heavily bias towards one candidate or the other.  In my case, other than the first listing, they all seemed to be positive for Miliband or negative for Cameron.  I would also prefer some basic wikipedia articles on the candidates or someplace that outlined their views/positions."	13	10	10	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	5	8.8	44	"United States"	10	"BiasAlert1"
3	2	15	"Ed Miliband"	"David Cameron"	27	"Secondary"	"Christianity"	"White"	"&pound;5,000 to 10,000 ($7,500 to 15,000)"	"Never married"	"No"	"Male"	10	"Yes"	"Yes"	"Conservative (right)"	2	2	6	8	6	8	6	8	-5	0	0	"Ed Miliband"	0	5	8	5	8	3	7	-5	0	0	"Ed Miliband"	0	"No"	" "	25	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	61	122	"United States"	10	"BiasAlert1"
2	2	15	"Ed Miliband"	"David Cameron"	31	"Bachelors"	"Christianity"	"White"	"&pound;30,000 to 40,000 ($45,000 to 60,000)"	"Never married"	"Yes"	"Male"	5	"Yes"	"Yes"	"Liberal (left)"	5	1	7	5	6	6	6	5	2	0	0	"David Cameron"	0	3	8	2	10	4	8	-3	0	0	"Ed Miliband"	0	"Yes"	"The results seemed to be separated by which candidate was favored. The first several were pro-Milibrand, the last several were pro-Cameron."	46	36	26	12	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	38	0	0	39	0	0	0	59	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	5	66.6	333	"United States"	10	"Original"
3	1	15	"David Cameron"	"Ed Miliband"	35	"Masters"	"Hinduism"	"Asian"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Married"	"Yes"	"Male"	5	"Yes"	"Yes"	"Moderate (centre)"	9	7	6	8	6	8	5	7	3	0	0	"Ed Miliband"	0	4	6	5	7	5	6	2	0	0	"Ed Miliband"	0	"Yes"	"I was not allowed to change or rephrase the search \'phrase\', used in the search engine."	32	22	30	0	0	33	0	0	0	0	0	0	41	0	0	0	0	40	0	0	0	0	0	0	94	0	0	77	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	5	73.8	369	"India"	9	"BiasAlert1"
2	2	15	"Ed Miliband"	"David Cameron"	29	"Primary"	"Other"	"Hispanic"	"&pound;15,000 to 20,000 ($23,000 to 30,000)"	"Married"	"Yes"	"Male"	8	"Yes"	"No"	"Conservative (right)"	5	7	7	6	5	5	6	5	-5	0	0	"Ed Miliband"	0	5	6	5	7	6	7	-5	0	0	"Ed Miliband"	0	"No"	" "	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	270	270	"United States"	10	"Original"
2	2	15	"Ed Miliband"	"David Cameron"	28	"Secondary"	"None"	"White"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Never married"	"Yes"	"Female"	9	"Yes"	"Yes"	"Liberal (left)"	1	1	7	10	8	10	6	10	-5	0	0	"Ed Miliband"	0	1	10	1	10	1	10	-5	0	0	"Ed Miliband"	0	"No"	" "	19	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	19	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	3	23.333333333333	70	"United States"	10	"Original"
1	2	15	"Ed Miliband"	"David Cameron"	31	"Doctorate"	"Hinduism"	"Mixed"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Married"	"Yes"	"Male"	11	"Yes"	"Yes"	"Moderate (centre)"	7	7	8	7	8	7	8	7	3	0	0	"David Cameron"	0	8	7	8	6	8	6	4	0	0	"David Cameron"	0	"No"	"nothing"	41	0	0	0	0	174	0	0	0	0	0	202	0	0	0	62	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	139.75	559	"India"	10	"Original"
